Product,Avg Demand,Std Dev,Total Demand,Safety Stock,Reorder Point,EOQ
538120,75.0,35.36,150,69,594,87
538125,8.0,5.66,16,11,67,28
538126,6.5,6.63,78,13,58,62
538127,1.0,0.0,2,0,7,10
538145,5.09,3.41,117,7,43,76
538146,8.0,7.33,168,14,70,92
538148,2.03,2.01,225,4,18,106
538149,2.12,3.25,239,6,21,109
538151,18.4,19.65,92,38,167,68
538153,2.92,5.51,353,11,31,133
538154,1.52,1.12,32,2,13,40
538155,2.0,3.92,68,8,22,58
538156,5.46,4.11,202,8,46,100
538157,4.75,1.91,57,4,37,53
538163,2.52,4.06,116,8,26,76
538165,51.33,35.8,154,70,429,88
538166,2.82,2.04,48,4,24,49
538167,5.0,7.83,125,15,50,79
538168,5.57,4.43,167,9,48,91
538169,2.54,0.88,33,2,20,41
538170,5.32,5.31,133,10,47,82
538171,2.98,5.93,194,12,33,98
538172,19.27,8.55,212,17,152,103
538174,22.87,20.98,1075,41,201,232
538176,38.0,22.03,152,43,309,87
538177,2.45,3.13,1306,6,23,256
538178,13.67,8.8,82,17,113,64
538180,17.8,8.46,178,17,142,94
538181,8.29,4.68,58,9,67,54
538182,4.0,1.83,40,4,32,45
538183,8.72,5.52,279,11,72,118
538184,12.08,8.3,314,16,101,125
538185,15.0,10.1,90,20,125,67
538186,7.0,4.84,77,9,58,62
538187,6.8,4.02,68,8,56,58
538190,5.6,5.64,56,11,50,53
538191,97.44,72.67,1559,142,824,279
538195,25.0,7.07,50,14,189,50
538196,26.12,26.08,418,51,234,145
538197,2.62,1.07,55,2,20,52
538198,7.57,8.14,659,16,69,182
538199,3.79,6.44,110,13,40,74
538200,3.8,6.54,57,13,40,53
538201,2.12,2.46,87,5,20,66
538202,9.84,17.16,187,34,103,97
538203,14.5,8.54,116,17,118,76
538204,99.0,85.63,396,168,861,141
538205,4.39,8.69,272,17,48,117
538206,2.93,2.22,44,4,25,47
538207,4.73,10.96,260,21,54,114
538208,1.31,0.55,34,1,10,41
538209,2.54,3.82,104,7,25,72
538210,9.44,7.55,302,15,81,123
538211,7.5,4.11,60,8,60,55
538216,8.0,6.16,40,12,68,45
538240,17.71,12.35,124,24,148,79
538248,1.92,1.84,73,4,17,60
538250,1.79,1.92,59,4,17,54
538252,7.5,10.07,60,20,72,55
538255,7.43,7.49,379,15,67,138
538260,6.56,3.05,105,6,52,72
538263,9.43,11.74,132,23,89,81
538268,7.43,4.58,52,9,61,51
538279,67.43,76.8,472,150,622,154
538280,38.0,29.97,418,59,325,145
538283,1.75,0.5,7,1,13,19
538296,9.89,10.32,178,20,89,94
538307,2.08,3.73,81,7,22,64
538308,16.75,9.96,268,19,136,116
538309,18.33,25.81,55,51,179,52
538310,10.0,2.83,20,6,76,32
538311,9.36,4.47,131,9,74,81
538312,3.85,2.42,177,5,32,94
538313,8.26,17.61,322,34,92,127
538327,10.27,15.01,226,29,101,106
538343,10.62,4.83,170,9,83,92
538345,8.0,4.0,56,8,64,53
538346,10.75,5.89,387,12,87,139
538347,2.59,1.13,83,2,20,64
538349,2.43,3.58,1504,7,24,274
538351,15.92,31.19,2229,61,172,334
538352,15.33,21.36,46,42,149,48
538353,63.68,48.71,2420,95,541,348
538354,15.29,18.75,1040,37,144,228
538356,33.9,62.09,712,122,359,189
538358,1.0,0.0,6,0,7,17
538361,2.27,1.54,59,3,19,54
538363,3.42,2.95,65,6,30,57
538364,2.44,2.31,44,5,22,47
538365,5.1,3.11,102,6,42,71
538366,6.29,4.68,44,9,53,47
538367,14.77,19.5,635,38,141,178
538368,1.06,0.23,74,0,7,61
538369,2.82,2.39,110,5,25,74
538370,4.36,4.43,218,9,40,104
538371,4.8,3.41,197,7,41,99
538374,2.24,2.64,114,5,21,75
538378,3.45,2.46,131,5,29,81
538379,1.42,1.06,88,2,12,66
538382,2.27,1.1,84,2,18,65
538397,50.19,24.3,2409,48,399,347
538403,8.91,9.33,196,18,80,99
538409,7.44,8.78,67,17,69,58
538417,5.1,3.73,51,7,43,50
538418,2.78,1.76,128,3,22,80
538419,2.46,3.11,91,6,23,67
538421,1.93,1.13,56,2,16,53
538437,1.92,1.1,46,2,15,48
538449,4.22,3.75,228,7,37,107
538453,7.22,19.28,195,38,89,99
538470,1.0,0.0,2,0,7,10
538473,4.71,3.22,66,6,39,57
538488,4.14,2.5,120,5,34,77
538497,1.59,1.34,70,3,14,59
538499,17.5,20.51,35,40,162,42
538503,29.0,14.63,174,29,232,93
538504,5.72,5.45,103,11,51,72
538507,9.98,10.94,559,21,91,167
538508,3.95,3.92,466,8,36,153
538509,2.96,3.31,68,6,27,58
538510,1.95,1.74,78,3,17,62
538511,7.38,6.59,118,13,65,77
538512,6.56,11.58,59,23,69,54
538513,3.44,3.0,86,6,30,66
538514,5.36,6.3,311,12,50,125
538515,43.38,15.9,564,31,335,168
538517,3.04,2.42,161,5,26,90
538518,3.73,4.91,511,10,36,160
538519,1.0,0.0,6,0,7,17
538520,1.33,0.58,4,1,10,14
538521,3.29,1.86,56,4,27,53
538522,92.0,97.03,552,190,834,166
538523,11.25,10.74,270,21,100,116
538524,2.66,3.61,1303,7,26,255
538525,15.0,11.17,300,22,127,122
538526,216.0,83.14,864,163,1675,208
538527,48.0,63.87,336,125,461,130
538528,9.33,4.32,56,8,73,53
538529,9.57,6.66,220,13,80,105
538532,9.0,8.87,117,17,80,76
538533,6.43,8.27,238,16,61,109
538535,8.71,13.92,61,27,88,55
538537,13.12,8.24,105,16,108,72
538541,15.13,16.01,227,31,137,107
538557,2.0,0.0,4,0,14,14
538558,16.53,12.05,562,24,140,168
538566,2.18,2.67,1034,5,20,227
538567,15.59,9.08,265,18,127,115
538576,5.0,6.43,70,13,48,59
538591,29.6,41.01,296,80,287,122
538592,6.13,11.7,92,23,66,68
538593,33.27,32.14,366,63,296,135
538594,245.0,332.34,490,651,2366,157
538596,10.29,11.73,72,23,95,60
538597,7.54,5.57,196,11,64,99
538625,14.79,21.91,843,43,147,205
538626,6.0,4.78,336,9,51,130
538627,1.71,0.49,12,1,13,24
538629,4.03,4.13,133,8,36,82
538630,11.85,8.45,640,17,100,179
538631,48.89,28.06,440,55,397,148
538633,2.85,1.93,57,4,24,53
538634,5.9,3.04,242,6,47,110
538635,2.72,4.0,144,8,27,85
538636,6.63,4.88,272,10,56,117
538637,2.93,2.34,129,5,26,80
538638,2.23,1.82,116,4,20,76
538639,4.9,3.88,98,8,42,70
538640,15.0,5.37,90,11,116,67
538641,20.86,16.99,772,33,179,196
538644,1.0,0.0,2,0,7,10
538645,14.38,9.39,230,18,119,107
538646,14.86,15.83,208,31,135,102
538648,48.0,0.0,240,0,336,110
538649,1.5,0.71,3,1,12,12
538651,3.39,5.13,78,10,34,62
538652,5.36,5.64,343,11,49,131
538653,28.0,18.46,504,36,232,159
538654,5.2,1.1,26,2,38,36
538655,3.29,5.19,69,10,33,59
538656,5.0,10.16,40,20,55,45
538657,3.94,5.77,63,11,39,56
538658,18.71,28.26,131,55,186,81
538659,7.5,4.98,255,10,62,113
538660,9.98,7.92,419,15,85,145
538661,10.82,5.6,119,11,87,77
538662,21.3,11.2,980,22,171,221
538663,4.0,2.83,8,6,34,20
538664,25.58,18.92,844,37,216,205
538665,7.3,7.15,73,14,65,60
538666,1.17,0.41,7,1,9,19
538668,23.0,24.04,46,47,208,48
538671,22.6,16.91,113,33,191,75
538678,1.94,1.82,33,4,18,41
538679,4.73,3.1,52,6,39,51
538683,15.6,22.24,312,44,153,125
538687,42.0,32.8,210,64,358,102
538688,14.29,15.03,100,29,129,71
538689,9.12,8.16,146,16,80,85
538697,13.33,10.07,40,20,113,45
538706,30.15,38.55,392,75,286,140
538707,1.79,0.97,77,2,15,62
538708,10.61,7.36,191,14,88,98
538709,1.37,0.74,63,1,11,56
538710,9.75,5.53,117,11,79,76
538714,5.27,4.5,137,9,46,83
538715,6.56,3.85,118,8,54,77
538722,5.2,5.49,104,11,47,72
538744,1.95,1.3,121,3,17,78
538753,6.33,8.87,38,17,61,44
538778,1.44,0.73,13,1,11,25
538783,16.33,23.06,490,45,159,157
538785,9.5,6.57,76,13,80,62
538795,10.9,9.8,109,19,95,74
538796,11.18,8.41,190,16,94,97
538799,3.81,3.93,225,8,35,106
538800,8.6,2.84,86,6,66,66
538801,22.59,11.66,384,23,181,139
538807,4.21,11.54,118,23,52,77
538808,17.47,14.04,751,27,149,194
538809,18.91,27.01,208,53,185,102
538810,1.52,0.92,38,2,13,44
538811,12.12,4.6,388,9,94,139
538812,8.83,3.49,53,7,69,51
538814,5.6,6.54,140,13,52,84
538815,6.82,6.52,75,13,61,61
538816,5.4,2.59,81,5,43,64
538817,90.0,132.0,360,258,888,134
538826,11.05,15.12,917,30,107,214
538827,28.67,24.55,2552,48,249,357
538828,75.0,42.0,300,82,607,122
538830,15.6,8.05,78,16,125,62
538831,56.0,70.12,224,137,529,106
538832,10.04,6.11,251,12,82,112
538836,5.05,16.79,111,33,68,74
538839,2.42,3.28,109,6,23,74
538841,4.69,4.76,75,9,42,61
538843,2.42,2.17,46,4,21,48
538844,27.65,24.06,470,47,241,153
538845,12.33,9.5,74,19,105,61
538846,2.0,0.0,4,0,14,14
538849,5.26,6.44,463,13,50,152
538850,6.56,4.22,59,8,54,54
538851,11.69,9.38,187,18,100,97
538852,3.69,6.7,107,13,39,73
538853,4.91,11.27,270,22,56,116
538854,12.67,8.96,152,18,107,87
538855,7.3,4.23,219,8,59,105
538856,44.0,21.54,220,42,350,105
538857,5.73,9.09,63,18,58,56
538858,58.18,38.55,640,75,482,179
538859,71.33,66.42,428,130,629,146
538860,4.33,5.65,52,11,41,51
538862,3.06,1.89,52,4,25,51
538863,3.21,3.72,138,7,29,83
538864,18.0,8.49,90,17,143,67
538865,6.6,4.67,33,9,55,41
538866,4.75,8.45,318,17,50,126
538868,30.15,29.81,814,58,269,202
538869,14.33,18.93,43,37,137,46
538870,25.0,31.95,125,63,238,79
538871,31.0,21.61,186,42,259,96
538872,8.18,9.53,90,19,76,67
538875,11.78,2.91,106,6,88,73
538877,14.26,27.66,2153,54,154,328
538878,13.0,14.3,104,28,119,72
538879,21.16,12.13,402,24,172,142
538880,1.56,2.04,89,4,15,67
538881,1.67,1.58,80,3,15,63
538883,1.91,1.83,149,4,17,86
538884,1.51,1.19,62,2,13,56
538886,8.36,3.49,234,7,66,108
538888,8.14,12.75,114,25,82,75
538890,6.98,6.33,377,12,61,137
538894,3.48,4.5,87,9,33,66
538895,24.67,16.59,370,32,205,136
538896,15.88,8.62,270,17,128,116
538899,11.6,11.35,58,22,103,54
538900,7.11,4.95,135,10,60,82
538901,10.45,7.29,115,14,87,76
538902,21.83,9.24,262,18,171,114
538903,8.81,5.72,229,11,73,107
538905,12.2,11.14,183,22,107,96
538907,4.8,1.1,24,2,36,35
538908,16.17,11.22,194,22,135,98
538909,3.6,2.61,18,5,30,30
538910,6.56,4.03,59,8,54,54
538917,3.62,2.95,264,6,31,115
538935,5.92,3.87,71,8,49,60
538942,4.08,6.42,49,13,42,49
538943,42.0,22.98,168,45,339,92
538944,8.2,4.26,82,8,65,64
538945,40.64,29.25,894,57,341,211
538951,1.4,0.78,63,2,12,56
538967,21.0,5.55,168,11,158,92
538968,12.4,7.03,248,14,101,111
538991,87.64,93.14,3944,182,796,444
538992,4.66,4.58,135,9,42,82
538993,9.33,3.01,56,6,71,53
538994,9.11,6.72,82,13,77,64
538995,16.87,7.78,506,15,133,159
538996,7.6,5.5,38,11,64,44
538998,73.4,115.87,1101,227,741,235
538999,9.2,7.23,184,14,78,96
539000,4.43,1.51,31,3,34,39
539002,1.76,0.91,51,2,14,50
539004,15.78,6.67,142,13,123,84
539006,8.5,4.12,34,8,68,41
539007,2.0,1.54,34,3,17,41
539008,15.5,6.82,124,13,122,79
539009,4.37,4.11,153,8,39,87
539010,3.29,2.42,148,5,28,86
539011,33.0,42.41,132,83,314,81
539012,192.0,0.0,1536,0,1344,277
539014,15.36,13.12,384,26,134,139
539015,10.0,6.34,160,12,82,89
539016,13.2,11.51,198,23,115,99
539018,9.88,5.07,158,10,79,89
539019,3.49,3.76,150,7,31,87
539030,21.67,16.24,390,32,184,140
539032,8.0,3.74,40,7,63,45
539034,3.77,4.82,83,9,35,64
539036,24.88,20.03,423,39,213,145
539038,17.85,18.21,357,36,161,134
539039,15.25,15.26,930,30,137,216
539040,3.07,1.73,43,3,24,46
539041,16.69,27.84,434,55,172,147
539042,14.91,8.78,164,17,121,91
539043,14.71,7.68,250,15,118,112
539044,8.01,9.3,537,18,74,164
539045,8.33,3.79,25,7,65,35
539046,15.67,23.84,235,47,157,108
539047,21.0,13.65,168,27,174,92
539049,15.83,9.14,364,18,129,135
539050,2.0,2.61,134,5,19,82
539053,1.43,2.02,70,4,14,59
539064,1.33,0.52,8,1,10,20
539070,6.5,3.32,26,6,52,36
539074,1.1,0.32,11,1,9,23
539075,2.71,2.76,103,5,24,72
539076,19.2,13.46,96,26,160,69
539077,59.0,73.99,177,145,558,94
539078,36.67,16.85,330,33,290,128
539079,7.9,3.48,79,7,62,63
539080,16.14,18.3,113,36,149,75
539082,6.5,5.78,78,11,56,62
539083,7.5,6.36,15,12,64,27
539084,8.45,4.13,93,8,67,68
539085,40.0,13.86,120,27,307,77
539086,21.67,13.8,260,27,179,114
539087,47.17,34.62,566,68,398,168
539088,30.71,29.16,737,57,272,192
539089,7.17,2.62,86,5,55,66
539091,10.0,5.1,50,10,80,50
539092,31.33,31.82,188,62,281,97
539093,34.0,19.8,68,39,277,58
539094,8.14,7.58,57,15,72,53
539095,10.67,5.38,160,11,86,89
539098,14.42,8.45,274,17,118,117
539099,8.83,6.78,256,13,75,113
539101,436.36,660.89,4800,1294,4349,490
539102,196.8,118.06,984,231,1609,222
539103,20.39,21.32,367,42,185,135
539105,8.62,6.95,69,14,74,59
539106,52.67,52.11,632,102,471,178
539107,32.0,13.86,96,27,251,69
539109,400.0,141.42,800,277,3077,200
539111,18.25,10.11,146,20,148,85
539112,6.26,4.09,119,8,52,77
539118,14.32,11.78,315,23,123,125
539142,13.38,9.84,107,19,113,73
539143,3.67,0.58,11,1,27,23
539144,33.33,16.17,100,32,265,71
539160,21.45,21.43,236,42,192,109
539181,2.71,3.34,84,7,26,65
539185,2.54,3.14,99,6,24,70
539196,7.2,4.89,252,10,60,112
539201,10.38,5.09,135,10,83,82
539211,11.27,10.1,338,20,99,130
539212,5.69,5.9,91,12,52,67
539213,12.14,6.95,170,14,99,92
539214,6.0,4.12,78,8,50,62
539215,3.41,8.01,126,16,40,79
539216,1.5,0.71,3,1,12,12
539217,10.08,5.19,242,10,81,110
539219,25.5,17.23,102,34,212,71
539220,1.14,0.35,25,1,9,35
539222,8.12,3.14,130,6,63,81
539223,1.0,0.0,2,0,7,10
539225,12.59,8.68,768,17,105,196
539226,17.17,22.67,103,44,164,72
539240,20.5,11.72,902,23,166,212
539242,4.89,7.24,44,14,48,47
539243,1.64,0.87,46,2,14,48
539245,1.1,0.31,33,1,9,41
539246,1.95,2.04,37,4,18,43
539247,7.88,10.97,126,21,76,79
539248,22.29,8.28,156,16,172,88
539249,7.2,4.63,108,9,59,73
539250,19.96,13.73,1078,27,167,232
539252,28.63,15.62,544,31,231,165
539254,30.86,11.71,216,23,239,104
539255,11.5,6.55,230,13,94,107
539256,9.61,3.75,269,7,74,116
539257,88.67,191.79,532,375,996,163
539259,12.42,9.73,236,19,106,109
539261,12.74,7.3,395,14,103,141
539262,17.52,9.12,438,18,141,148
539263,8.24,6.94,173,14,72,93
539264,12.5,7.55,150,15,102,87
539266,5.43,2.23,38,4,42,44
539267,14.44,5.27,130,10,111,81
539268,3.0,0.0,6,0,21,17
539269,3.67,0.58,11,1,27,23
539272,8.0,4.62,32,9,65,40
539275,26.0,14.03,156,27,209,88
539280,4.25,5.19,17,10,40,29
539281,9.43,5.08,283,10,76,119
539282,10.67,7.34,64,14,89,57
539283,7.31,3.4,95,7,58,69
539285,7.62,7.56,61,15,68,55
539286,13.6,4.77,68,9,104,58
539290,8.0,11.37,128,22,78,80
539292,6.0,3.28,54,6,48,52
539293,9.29,5.36,195,10,75,99
539294,1.84,1.65,92,3,16,68
539295,16.8,28.65,168,56,174,92
539296,9.6,3.29,48,6,73,49
539297,7.6,4.17,76,8,61,62
539298,3.22,1.79,29,3,26,38
539299,2.82,1.6,31,3,23,39
539300,2.38,2.9,38,6,23,44
539303,25.25,12.23,202,24,201,100
539305,11.25,6.78,225,13,92,106
539306,4.2,4.49,21,9,38,32
539307,71.4,57.34,2856,112,612,378
539308,12.31,11.06,160,22,108,89
539309,8.26,2.92,157,6,64,89
539311,25.73,13.71,386,27,207,139
539312,26.0,15.1,78,30,212,62
539313,12.18,20.13,134,39,124,82
539314,10.0,9.02,180,18,88,95
539315,5.27,3.0,58,6,43,54
539316,4.4,6.54,22,13,44,33
539317,4.51,6.83,221,13,45,105
539318,73.76,46.27,1254,91,607,250
539319,19.5,3.0,78,6,142,62
539320,19.89,20.98,358,41,180,134
539321,1.94,2.33,91,5,19,67
539322,4.05,5.64,77,11,39,62
539323,2.0,1.0,6,2,16,17
539324,1.78,2.02,89,4,16,67
539325,11.09,14.3,255,28,106,113
539326,4.93,3.58,69,7,42,59
539327,8.6,4.98,43,10,70,46
539328,26.5,29.06,212,57,242,103
539330,6.38,2.92,51,6,51,50
539333,9.85,6.56,197,13,82,99
539334,1.0,0.0,10,0,7,22
539335,11.5,9.0,46,18,98,48
539336,14.5,6.4,58,13,114,54
539337,11.28,6.98,327,14,93,128
539338,148.56,135.88,3714,266,1306,431
539351,10.0,0.0,100,0,70,71
539353,8.77,5.41,193,11,72,98
539374,8.59,5.74,189,11,71,97
539379,5.42,4.25,65,8,46,57
539391,5.45,3.91,60,8,46,55
539395,16.44,12.73,444,25,140,149
539400,8.0,3.46,24,7,63,35
539401,19.0,7.0,133,14,147,82
539403,7.55,6.89,83,13,66,64
539404,2.22,2.79,60,5,21,55
539405,18.22,12.0,328,23,151,128
539407,55.5,72.22,333,141,530,129
539408,14.93,10.17,224,20,125,106
539411,10.36,7.99,114,16,89,75
539412,3.0,1.63,12,3,24,24
539414,2.5,1.52,100,3,20,71
539415,28.67,28.71,258,56,257,114
539416,17.33,12.42,52,24,145,51
539417,8.0,4.9,32,10,66,40
539418,9.0,6.68,72,13,76,60
539419,14.6,13.6,146,27,129,85
539420,21.0,11.49,84,22,169,65
539421,9.59,5.92,374,12,79,137
539422,7.55,2.91,83,6,59,64
539423,4.71,3.82,33,7,40,41
539434,2.26,3.26,1043,6,22,228
539435,13.0,13.75,65,27,118,57
539436,1.91,1.94,833,4,17,204
539437,2.53,3.74,1310,7,25,256
539439,7.43,6.89,156,13,65,88
539442,8.47,5.69,127,11,70,80
539443,50.67,50.0,304,98,453,123
539444,15.74,12.28,551,24,134,166
539445,9.0,5.02,54,10,73,52
539446,13.23,10.04,397,20,113,141
539447,11.84,10.85,225,21,104,106
539449,1.0,0.0,3,0,7,12
539450,2.69,1.67,78,3,22,62
539451,1.89,1.83,834,4,17,204
539452,29.56,23.51,266,46,253,115
539453,2.45,5.55,1121,11,28,237
539454,7.33,5.79,66,11,62,57
539455,3.11,8.86,87,17,39,66
539456,1.23,0.5,37,1,10,43
539457,1.25,0.46,10,1,10,22
539458,2.09,3.71,46,7,22,48
539459,11.13,8.1,167,16,94,91
539461,7.21,4.21,101,8,58,71
539462,14.2,11.26,213,22,121,103
539463,7.94,4.84,135,9,65,82
539464,3.23,4.33,100,8,31,71
539465,73.0,48.16,876,94,605,209
539466,14.04,9.29,337,18,116,130
539468,6.77,3.57,176,7,54,94
539469,4.47,9.51,152,19,50,87
539470,2.83,2.78,102,5,25,71
539471,3.74,3.75,157,7,33,89
539472,1.18,0.53,20,1,9,32
539473,8.61,6.64,155,13,73,88
539474,1.14,0.38,8,1,9,20
539475,3.71,7.51,319,15,41,126
539477,11.0,5.65,297,11,88,122
539478,3.29,3.16,56,6,29,53
539479,1.0,0.0,6,0,7,17
539480,1.0,0.0,4,0,7,14
539481,5.0,1.41,10,3,38,22
539482,3.55,3.36,39,7,32,44
539483,2.67,1.22,24,2,21,35
539484,8.24,9.72,511,19,77,160
539487,7.5,6.45,75,13,66,61
539488,14.05,6.95,604,14,112,174
539489,63.0,80.61,126,158,599,79
539490,8.6,3.46,129,7,67,80
539491,2.88,3.59,46,7,27,48
539492,1.65,1.41,468,3,15,153
539493,1.3,0.48,13,1,10,25
539496,11.56,9.27,185,18,99,96
539497,10.36,7.01,145,14,86,85
539498,9.95,11.2,189,22,92,97
539501,4.53,4.29,136,8,40,82
539502,10.28,12.39,411,24,96,143
539551,8.6,5.77,129,11,71,80
539561,42.0,28.69,336,56,350,130
539564,32.67,13.49,196,26,255,99
539570,10.29,6.41,144,13,85,85
539572,51.0,63.64,102,125,482,71
539578,600.0,200.8,3600,393,4593,424
539579,2.58,1.4,111,3,21,74
539580,11.06,6.21,177,12,89,94
539581,7.45,5.5,82,11,63,64
539586,50.44,56.01,1362,110,463,261
539587,34.2,19.79,684,39,278,185
539588,1.26,0.45,24,1,10,35
539590,21.18,12.28,360,24,172,134
539593,10.16,6.79,325,13,84,127
539594,23.0,19.63,92,38,199,68
539595,1.57,1.26,418,2,13,145
539597,12.0,0.0,24,0,84,35
539607,12.85,8.02,604,16,106,174
539609,3.44,5.43,62,11,35,56
539610,1.27,0.53,33,1,10,41
539628,36.57,38.81,256,76,332,113
539629,13.67,8.62,82,17,113,64
539630,20.33,10.68,244,21,163,110
539631,1.7,1.58,416,3,15,144
539633,12.0,0.0,36,0,84,42
539634,75.0,35.36,150,69,594,87
539635,14.77,8.7,192,17,120,98
539636,19.5,16.09,234,32,168,108
539637,2.63,5.24,50,10,28,50
539639,1.5,0.71,15,1,12,27
539641,5.62,4.93,45,10,49,47
539642,3.3,3.75,142,7,30,84
539647,1.88,3.21,109,6,19,74
539648,1.0,0.0,4,0,7,14
539649,1.43,0.53,10,1,11,22
539650,3.9,2.88,82,6,33,64
539651,13.0,16.97,26,33,124,36
539653,9.85,12.89,404,25,94,142
539654,15.78,15.09,789,30,140,199
539658,7.81,5.49,125,11,66,79
539659,11.64,12.76,454,25,106,151
539660,2.0,0.0,8,0,14,20
539662,6.0,2.83,24,6,48,35
539663,1.88,1.52,79,3,16,63
539666,59.0,47.6,236,93,506,109
539675,14.0,2.83,28,6,104,37
539676,11.75,7.95,188,16,98,97
539708,1.41,0.9,168,2,12,92
539716,10.4,7.92,52,16,89,51
539717,6.67,1.15,20,2,49,32
539718,1.81,2.16,248,4,17,111
539720,13.33,2.31,40,5,98,45
539722,12.21,15.21,354,30,115,133
539723,18.75,13.56,150,27,158,87
539725,5.05,4.06,101,8,43,71
539727,6.25,4.5,25,9,53,35
539728,12.74,11.68,688,23,112,185
539730,7.73,4.15,85,8,62,65
539731,123.48,77.9,6668,153,1017,577
539733,2.69,3.12,35,6,25,42
539735,1.33,0.69,64,1,10,57
539736,1.83,1.54,143,3,16,85
539737,2.0,3.32,220,7,21,105
539738,2.39,5.07,222,10,27,105
539739,1.69,2.36,125,5,17,79
539740,2.06,3.18,136,6,20,82
539741,1.12,0.4,45,1,9,47
539742,1.19,0.58,43,1,9,46
539743,1.29,0.6,36,1,10,42
539744,1.41,0.95,62,2,12,56
539745,1.28,0.68,41,1,10,45
539746,1.5,0.89,30,2,12,39
539747,1.33,0.78,16,2,11,28
539748,1.0,0.0,7,0,7,19
539750,15.04,34.54,2858,68,173,378
539752,8.19,7.41,131,15,72,81
539753,1.1,0.32,11,1,9,23
539754,1.25,0.58,20,1,10,32
539755,1.17,0.41,7,1,9,19
539760,6.76,8.51,250,17,64,112
539761,14.38,13.33,374,26,127,137
539764,54.0,41.97,540,82,460,164
539766,5.36,3.76,150,7,44,87
539825,1.0,0.0,3,0,7,12
539826,5.39,3.16,167,6,44,91
539829,22.0,2.31,88,5,159,66
539831,2.25,2.96,36,6,22,42
539835,10.16,5.68,193,11,82,98
539836,3.43,3.26,72,6,30,60
539837,2.0,1.18,28,2,16,37
539839,1.0,0.0,2,0,7,10
539840,20.38,15.33,754,30,173,194
539856,2.06,1.55,134,3,17,82
539858,56.0,13.86,168,27,419,92
539859,20.0,7.91,100,15,155,71
539865,40.0,13.86,120,27,307,77
539867,13.29,12.12,93,24,117,68
539920,4.78,3.07,153,6,39,87
539921,1.0,0.0,5,0,7,16
539933,9.79,6.21,333,12,81,129
539946,7.0,3.08,63,6,55,56
539951,1.0,0.0,7,0,7,19
539952,2.75,0.96,11,2,21,23
539953,1.25,0.5,5,1,10,16
539954,22.0,9.17,66,18,172,57
539955,2.66,3.24,141,6,25,84
539957,13.42,7.69,872,15,109,209
539958,4.53,6.17,2320,12,44,341
539978,38.15,29.33,496,57,324,157
539979,3.5,2.12,7,4,28,19
539981,11.33,11.66,238,23,102,109
539982,3.25,5.34,65,10,33,57
539984,7.2,4.33,108,8,58,73
539985,27.64,19.06,387,37,230,139
539986,3.5,2.12,7,4,28,19
539988,2.0,2.32,178,5,19,94
539990,1.55,1.21,17,2,13,29
539991,1.38,0.87,18,2,12,30
539992,1.0,0.0,3,0,7,12
539993,10.06,6.18,171,12,82,92
540001,30.0,18.44,270,36,246,116
540002,47.0,65.02,188,127,456,97
540003,6.36,4.9,140,10,55,84
540005,8.62,7.78,138,15,75,83
540013,5.38,12.2,183,24,62,96
540014,2.67,4.95,155,10,29,88
540015,10.21,7.6,286,15,86,120
540016,10.36,10.68,114,21,94,75
540017,20.38,17.67,265,35,178,115
540019,12.14,9.88,352,19,104,133
540020,11.33,11.02,34,22,101,41
540021,3.24,7.22,230,14,37,107
540022,27.0,17.75,270,35,224,116
540023,6.88,9.39,330,18,66,128
540025,45.82,54.68,504,107,428,159
540026,4.1,5.12,1680,10,39,290
540027,10.82,8.77,238,17,93,109
540028,2.77,1.24,36,2,21,42
540031,4.5,5.26,135,10,42,82
540032,11.0,8.42,88,16,93,66
540033,10.73,13.35,526,26,101,162
540040,22.54,13.99,293,27,185,121
540043,3.06,3.73,49,7,28,49
540059,66.0,50.44,264,99,561,115
540060,5.8,3.46,58,7,48,54
540073,9.05,11.29,199,22,85,100
540093,1.53,0.8,26,2,13,36
540094,9.39,5.48,169,11,77,92
540095,5.7,5.59,131,11,51,81
540096,39.0,46.13,624,90,363,177
540098,1.25,0.47,71,1,10,60
540099,7.85,5.85,322,11,66,127
540113,14.72,7.01,265,14,117,115
540114,35.56,29.08,320,57,306,126
540115,9.38,6.3,75,12,78,61
540116,1.0,0.0,2,0,7,10
540120,18.55,15.31,408,30,160,143
540121,14.0,9.11,238,18,116,109
540122,74.78,48.37,1720,95,618,293
540126,88.6,32.39,886,63,683,210
540130,69.0,83.44,138,163,646,83
540146,5.52,5.06,138,10,49,83
540148,23.18,10.64,510,21,183,160
540149,14.33,7.91,344,15,115,131
540153,18.86,15.99,132,31,163,81
540154,2.55,2.26,733,4,22,191
540157,11.59,24.03,591,47,128,172
540159,96.0,67.88,192,133,805,98
540160,344.0,221.7,1032,434,2842,227
540161,9.25,26.39,148,52,117,86
540162,5.5,3.73,33,7,46,41
540163,19.78,8.83,1068,17,155,231
540166,133.33,57.74,400,113,1046,141
540167,20.22,11.77,182,23,165,95
540168,4.6,2.75,239,5,37,109
540169,1.38,0.65,33,1,11,41
540170,11.2,7.16,56,14,92,53
540172,3.0,3.93,54,8,29,52
540176,56.29,38.68,1914,76,470,309
540178,10.65,7.18,362,14,89,135
540179,2.54,1.75,137,3,21,83
540180,4.67,6.37,56,12,45,53
540181,108.0,118.79,216,233,989,104
540182,37.33,30.95,224,61,322,106
540183,29.9,61.95,628,121,330,177
540184,3.0,0.89,18,2,23,30
540185,10.52,9.76,305,19,93,123
540186,2.5,0.71,5,1,18,16
